0.0,5,0,2,1,10000.0,10238,1.0,1.0,0,0.0,0.5221630077716441,0,0,2,0,1,2
1.0,0,0,0,0,13000.0,32765,0.0,0.0,1,0.0,0.4636031614256214,1,2,0,0,1,0
0.0,0,0,0,0,12000.0,92101,1.0,0.0,1,1.0,0.1909109064399252,3,0,0,0,0,0
1.0,0,0,0,0,11000.0,10238,0.0,1.0,1,1.0,0.6053700521644583,3,2,0,0,0,0
0.0,0,0,4,0,8000.0,32765,1.0,0.0,1,1.0,0.5209454270821574,2,2,2,0,0,2
0.0,0,0,2,0,9000.0,10238,1.0,1.0,0,0.0,0.7088267106506023,2,0,1,0,0,1
0.0,0,0,1,0,13000.0,10238,0.0,1.0,0,1.0,0.432834683124666,2,0,2,0,0,2
0.0,1,1,3,0,9000.0,32765,0.0,0.0,1,1.0,0.5371008543579416,2,2,1,0,1,1
0.0,3,0,1,0,14000.0,92101,1.0,1.0,0,1.0,0.705442773887285,2,2,2,0,1,2
0.0,3,0,1,0,14000.0,92101,1.0,0.0,1,1.0,0.3962202743551265,0,2,2,0,1,2
0.0,1,1,2,0,12000.0,10238,1.0,1.0,0,1.0,0.4829458100969476,2,2,2,0,1,2
0.0,0,0,3,0,8000.0,10238,1.0,1.0,0,1.0,0.7087505588212191,2,2,2,0,0,3
0.0,1,3,4,0,13000.0,32765,1.0,1.0,1,1.0,0.5239348835695834,2,2,2,0,1,2
0.0,0,0,0,0,6000.0,32765,0.0,1.0,1,1.0,0.5163833193499547,0,0,0,0,0,0
1.0,1,1,0,0,13000.0,10238,1.0,0.0,1,0.0,0.3502986756122059,1,0,1,1,1,1
0.0,1,0,3,0,11000.0,92101,1.0,1.0,0,0.0,0.6721556253961893,2,2,3,0,0,3
0.0,10,0,4,0,8000.0,10238,1.0,0.0,0,1.0,0.6665129812769737,2,2,3,0,1,3
0.0,4,0,1,0,9000.0,10238,1.0,1.0,1,1.0,0.534859770445961,2,0,1,0,1,2
0.0,2,0,0,0,14000.0,10238,1.0,0.0,0,1.0,0.5063048514527332,2,0,1,0,0,2
1.0,0,0,0,0,10000.0,21217,1.0,0.0,1,0.0,0.3929937658877314,1,1,0,0,1,0
1.0,0,0,0,1,17000.0,92101,0.0,0.0,0,1.0,0.6233138220916109,2,2,0,0,1,2
0.0,2,0,4,0,14000.0,10238,1.0,0.0,0,1.0,0.7030881161802514,2,0,1,0,1,3
0.0,0,0,0,0,17000.0,10238,0.0,0.0,1,1.0,0.4787607562159499,0,1,0,0,0,3
0.0,0,0,1,0,9000.0,10238,1.0,1.0,1,1.0,0.5464771405777197,2,0,1,0,1,2
1.0,0,0,0,1,11000.0,32765,0.0,0.0,1,0.0,0.3896712283241473,1,0,0,0,0,0
0.0,2,0,3,0,10000.0,10238,1.0,0.0,0,1.0,0.6476691481025054,2,2,2,0,0,2
0.0,0,0,4,0,12000.0,32765,1.0,1.0,1,1.0,0.6162893385757949,2,2,1,0,1,3
1.0,0,0,0,0,12000.0,10238,1.0,0.0,0,0.0,0.4615907343889217,3,1,0,0,1,0
1.0,0,0,0,0,12000.0,32765,1.0,1.0,1,0.0,0.4289832028689519,1,0,0,0,0,0
1.0,0,0,0,0,8000.0,10238,1.0,0.0,1,0.0,0.2672718699014508,1,0,0,0,1,1
0.0,0,2,4,0,9000.0,32765,1.0,1.0,0,1.0,0.6492795700696337,2,0,2,0,0,2
0.0,1,0,3,0,10000.0,10238,1.0,1.0,1,0.0,0.4144618670550359,1,0,1,0,0,1
0.0,3,1,3,0,12000.0,10238,1.0,1.0,1,1.0,0.4595574011249364,0,0,1,0,1,1
0.0,0,1,4,0,12000.0,32765,1.0,1.0,0,1.0,0.5345841472675092,2,2,3,0,0,3
0.0,0,0,0,0,12000.0,32765,0.0,1.0,0,1.0,0.5692360723379172,2,2,1,0,0,1
0.0,0,0,0,0,12000.0,32765,1.0,0.0,1,1.0,0.4426958181502768,3,2,1,0,0,1
0.0,0,1,0,0,16000.0,10238,1.0,0.0,1,1.0,0.5656845974670317,0,0,1,0,1,1
1.0,0,0,0,0,12000.0,10238,1.0,1.0,1,1.0,0.3360517759929724,1,1,0,1,1,0
0.0,0,0,0,0,9000.0,10238,1.0,0.0,1,1.0,0.5267473391434415,0,2,1,0,0,1
1.0,0,0,2,1,11000.0,92101,1.0,1.0,1,1.0,0.2073374290521331,1,1,1,0,0,1
0.0,2,0,2,0,11000.0,10238,0.0,1.0,0,1.0,0.7355131231779599,2,0,3,0,0,3
0.0,4,1,2,0,12000.0,10238,1.0,1.0,1,1.0,0.5645675373227422,2,2,3,0,1,3
0.0,2,1,5,0,8000.0,10238,1.0,0.0,1,1.0,0.2868307040423252,1,1,2,1,1,2
0.0,3,1,1,0,14000.0,10238,1.0,1.0,1,1.0,0.5602164790133026,2,0,3,0,0,3
0.0,0,0,0,0,7000.0,10238,1.0,1.0,0,1.0,0.6452619927658005,2,2,0,0,1,1
0.0,3,0,1,0,14000.0,10238,1.0,0.0,1,0.0,0.6317386983352397,0,1,1,1,1,2
1.0,1,0,0,0,16000.0,10238,0.0,0.0,1,0.0,0.5551470568015777,3,1,1,0,1,1
1.0,0,0,0,0,16000.0,10238,0.0,0.0,1,0.0,0.4064824253974476,1,1,0,0,1,0
1.0,1,0,0,1,15000.0,92101,0.0,0.0,1,0.0,0.4194678754342423,3,0,1,0,0,1
1.0,0,0,0,0,11000.0,10238,1.0,1.0,1,1.0,0.2911508701209556,0,2,0,0,1,2
1.0,2,0,1,0,8000.0,32765,0.0,0.0,0,0.0,0.3912170956734044,3,0,1,0,1,1
1.0,0,0,0,0,14000.0,10238,1.0,1.0,1,0.0,0.5432204543230971,3,2,0,0,0,0
1.0,0,0,0,1,12000.0,10238,1.0,1.0,1,1.0,0.5853420947575604,2,2,0,0,1,0
0.0,1,0,1,0,12000.0,10238,1.0,0.0,1,1.0,0.6479272957531299,2,0,2,0,0,2
1.0,0,0,0,0,9000.0,92101,1.0,1.0,1,1.0,0.5241476818484826,2,2,0,0,0,1
1.0,0,0,0,0,16000.0,10238,0.0,0.0,1,0.0,0.3277602763703803,1,0,0,0,1,0
0.0,0,0,0,0,11000.0,10238,1.0,0.0,1,0.0,0.4415319215110355,1,1,0,0,0,1
0.0,1,0,0,0,9000.0,10238,1.0,1.0,0,1.0,0.6748467584014937,2,0,1,0,0,3
0.0,0,0,4,0,8000.0,92101,1.0,1.0,1,1.0,0.5626535000207484,2,2,2,0,1,2
1.0,0,0,0,0,10000.0,10238,1.0,1.0,1,1.0,0.6367641521533212,2,2,0,0,1,1
0.0,2,0,0,0,16000.0,10238,0.0,0.0,1,1.0,0.5067738717891079,3,0,1,0,1,1
1.0,0,0,0,0,11000.0,32765,0.0,0.0,1,1.0,0.6500288224298764,2,2,0,0,0,1
0.0,0,0,0,0,13000.0,10238,1.0,0.0,0,1.0,0.6314107090924993,2,2,0,0,0,1
